Signal_Strength,Distance,Channel_Frequency,Jamming_Likelihood
-96.46886450597609,214.55347483593334,5GHz,1
-25.42662172687679,353.84820997033455,5GHz,0
-79.75194398347625,380.602575375278,5GHz,1
-4.192651988061982,392.18147917050186,2.4GHz,0
-63.20592486979155,244.15987976999824,2.4GHz,1
-67.3068383661921,220.64255148117553,5GHz,1
-85.11119496675553,15.403761291761167,5GHz,0
-69.43957845097852,464.01298641950063,5GHz,1
-12.334923817179941,305.6208604105821,5GHz,0
-0.36656623727526494,109.54542922308437,2.4GHz,0
-63.16904694931517,460.60567551650394,2.4GHz,1
-55.138936904545744,458.3166318674452,2.4GHz,1
-27.7929061797263,494.700240539387,2.4GHz,0
-11.380421953492544,438.2877159380996,2.4GHz,0
-40.695566581321586,498.9143500318317,5GHz,0
-60.84743018221707,129.89623218040356,5GHz,0
-58.737815915137624,422.7022967476247,2.4GHz,1
-30.438185350319316,413.2838713099246,5GHz,0
-99.67817363957214,123.16077601815954,2.4GHz,0
-38.04106625401593,58.23439901048548,5GHz,0
-64.45069895586425,489.9160517020238,5GHz,1
-20.580266872291574,155.05203024509908,5GHz,0
-90.70093601768679,436.736977329225,2.4GHz,1
-41.17977330516095,12.022305790555908,2.4GHz,0
-51.90271101138762,20.30215553760508,2.4GHz,0
-35.767447409477256,238.27694126122051,5GHz,0
-93.51464055170317,126.97019512818115,5GHz,0
-42.00162125718687,348.0222288836225,5GHz,0
-43.85154120404763,287.12651952829765,5GHz,0
-43.93399055838291,47.968040750740805,5GHz,0
-39.65123334035452,89.68786519470136,2.4GHz,0
-32.35320627736378,200.144142328623,2.4GHz,0
-19.50110003192303,100.94599133816224,5GHz,0
-73.01792798717857,398.188950149525,2.4GHz,1
-17.495058981993793,213.87441542110722,5GHz,0
-50.17443177365464,55.78161475282464,5GHz,0
-92.29417208656689,247.32802211334118,2.4GHz,1
-94.14490707560208,54.51070872009294,5GHz,0
-66.57616813039391,73.17927965571042,2.4GHz,0
-21.51030228885324,127.4088176938206,2.4GHz,0
-29.23190652590843,431.16857557126997,2.4GHz,0
-21.13850353275936,463.06014084315626,5GHz,0
-48.27309435583906,414.8662873727138,2.4GHz,0
-55.98010020445094,173.69783653474514,5GHz,0
-85.25474732937161,143.4987561433275,5GHz,0
-67.18072463906884,279.0862884872172,5GHz,1
-56.59806338261247,363.70804866122506,5GHz,1
-91.13995703203828,496.75266619848566,5GHz,1
-77.93880472887888,74.46964882067384,5GHz,0
-40.17747059362612,34.15307952166417,5GHz,0
-26.43368857608101,350.2343856076828,5GHz,0
-0.16524886070503442,417.7906339169137,2.4GHz,0
-6.688666865644237,424.7109021345474,2.4GHz,0
-35.74348004648084,342.4471390478087,5GHz,0
-57.8751946705928,477.4677440184017,5GHz,1
-36.382263529176726,260.3923341368476,2.4GHz,0
-21.43483819197681,457.7692511847441,2.4GHz,0
-88.16638090766126,484.2279471258463,2.4GHz,1
-59.00951103037117,425.1071539315228,2.4GHz,1
-16.019771436438276,161.7816959967241,2.4GHz,0
-61.6167048066956,106.14566907344468,2.4GHz,0
-42.81277287728135,278.578831841091,5GHz,0
-41.22306391378018,231.97722768629234,2.4GHz,0
-81.55237468663606,440.10158767443914,2.4GHz,1
-63.77645583477116,59.01551882290532,2.4GHz,0
-66.54887112580678,136.29263004264413,2.4GHz,0
-97.38032914679351,378.3814828141672,5GHz,1
-97.58082361086447,56.543456038882944,5GHz,0
-16.830295632422647,167.17456287063308,5GHz,0
-72.69291900271875,199.70614308645173,5GHz,0
-48.19212337611846,315.0709603157181,5GHz,0
-70.1274426411227,87.48499640248865,5GHz,0
-5.932075488465955,431.69620027135767,5GHz,0
-74.07032411342263,229.2956953784744,5GHz,1
-57.03431872610649,459.3406388214727,2.4GHz,1
-12.726974951539816,239.25625768062648,2.4GHz,0
-15.806643320819134,144.76972688095935,5GHz,0
-81.38985821537227,79.49612605696069,5GHz,0
-19.735669020428958,11.835096408529559,5GHz,0
-54.18131132621073,270.75716764256947,2.4GHz,1
-51.70311279146448,62.506781494192474,5GHz,0
-86.65200275840562,201.94660417927733,5GHz,1
-91.93984862428754,298.7431630061725,5GHz,1
-27.206069302623476,145.08608948232313,5GHz,0
-50.353884764470024,95.85990325939648,2.4GHz,0
-56.31492973848204,389.6135950785774,5GHz,1
-27.049177134760328,473.92767441799407,2.4GHz,0
-23.44871010088903,59.21580475236334,2.4GHz,0
-84.10918323306464,86.23925894865386,5GHz,0
-38.97748505223587,480.40620205383215,2.4GHz,0
-86.46459177223144,28.514268688000676,5GHz,0
-24.862491397095425,489.03984490973136,2.4GHz,0
-34.304484373286044,12.275796711644498,5GHz,0
-4.338537891654198,438.09764126915235,2.4GHz,0
-93.10419836435788,160.58933868399725,2.4GHz,0
-94.29452788487457,469.9085405068753,5GHz,1
-71.78129253067999,165.3031914314369,2.4GHz,0
-73.8294316264094,330.61009755168743,5GHz,1
-75.30212009280001,49.215959185308954,5GHz,0
-9.374541947896333,128.7416076123321,2.4GHz,0
-75.04538001504939,389.10287977483284,5GHz,1
-72.8050273871369,269.05606830262167,5GHz,1
-24.060173758203632,464.7048402756519,5GHz,0
-55.026015754946,220.0881900872636,5GHz,1
-22.32894430448188,436.2080592488223,2.4GHz,0
-93.46338424356148,229.98816436433637,2.4GHz,1
-51.24288063266157,489.8316565639728,2.4GHz,1
-96.63863998167173,480.3188468854496,5GHz,1
-93.73467965446454,171.27698572247937,2.4GHz,0
-9.356254665558907,444.1025985042336,2.4GHz,0
-86.07546288824048,425.3295733656681,2.4GHz,1
-46.75793177247829,113.23339469050579,5GHz,0
-58.89043973992935,315.90229638380214,2.4GHz,1
-65.26566737411574,45.61433463900928,5GHz,0
-10.016665431272756,419.9882530858962,2.4GHz,0
-97.81766032245105,95.5274829167133,2.4GHz,0
-33.62103138244109,44.69920367902461,5GHz,0
-3.6605565786449574,206.1073568140175,2.4GHz,0
-43.983181653815805,292.6918479138253,5GHz,0
-6.317753796690823,428.9093096942878,5GHz,0
-94.77421207139763,487.3788375056509,2.4GHz,1
-58.12066809258386,225.35133115923318,5GHz,1
-73.98422090379489,39.618992262782406,5GHz,0
-26.917903501927015,377.0666337226766,5GHz,0
-1.8702909502753329,286.93489554972933,5GHz,0
-74.34699375557523,229.46675897378694,2.4GHz,1
-34.58253985259255,161.54175060817295,5GHz,0
-80.190236724026,256.1752786433325,5GHz,1
-43.46697454283901,175.95300618394515,2.4GHz,0
-53.60675133116638,380.93581519620653,2.4GHz,1
-2.799467036846295,276.5079112813941,2.4GHz,0
-39.14727273035334,439.6554093355149,5GHz,0
-65.04936279131812,276.33651817822664,5GHz,1
-88.59042151120667,126.74858253656572,5GHz,0
-84.87531712650654,427.0350222937508,5GHz,1
-77.4683070048765,283.0373320157215,2.4GHz,1
-74.9033338659702,111.35210869034502,2.4GHz,0
-14.93839421588622,315.51882687854885,5GHz,0
-43.87772117174751,185.2812148217895,5GHz,0
-47.66090886256335,423.7587500231122,5GHz,0
-88.52311281307826,232.11687193680598,5GHz,1
-13.986030665056504,365.9562654726342,2.4GHz,0
-27.718569679151628,56.812741741756206,2.4GHz,0
-93.23316380999984,204.0519296881496,2.4GHz,1
-29.216490277023127,491.78830387147536,2.4GHz,0
-45.646178265735394,406.1455418438027,5GHz,0
-91.82746542532217,88.37099315979503,2.4GHz,0
-54.169935847134354,146.10438424385498,5GHz,0
-51.530371286995305,171.60974633961692,2.4GHz,0
-83.42254598367242,328.6791246427684,2.4GHz,1
-5.430185299971768,380.92743214993124,5GHz,0
-15.002462851933814,377.2680383158758,2.4GHz,0
-33.09776626708917,259.8382875901374,2.4GHz,0
-53.77044389993928,407.3020635406941,2.4GHz,1
-58.82344584154915,224.16826055116277,2.4GHz,1
-34.90265328490459,70.70147699482533,5GHz,0
-45.456813059309454,286.5765024103685,2.4GHz,0
-93.77268941181144,476.62767845454226,2.4GHz,1
-48.74973512296683,398.56688918233056,2.4GHz,0
-19.359638276716055,293.5633173691988,5GHz,0
-54.076012240304195,326.9347735710575,5GHz,1
-94.80434224457316,465.9753932474306,2.4GHz,1
-21.372180061596694,219.88796927313064,2.4GHz,0
-79.86362178640256,172.3831280818923,2.4GHz,0
-74.13791651119612,488.84836685022003,5GHz,1
-83.52936465677041,433.08713542006336,2.4GHz,1
-66.97849351285024,168.29135646311516,2.4GHz,0
-24.3248494311365,237.25249270685217,5GHz,0
-48.06141404960626,213.38828321382155,5GHz,0
-79.51187258492874,83.05688254900262,5GHz,0
-12.216992184795913,479.33146866849694,2.4GHz,0
-12.041814504847082,208.11309129768182,2.4GHz,0
-12.942157495399314,438.91125049257494,2.4GHz,0
-76.12037886184606,102.78455156352588,5GHz,0
-54.87606558190119,278.45669721223766,2.4GHz,1
-1.5010343859124902,21.74107871089221,2.4GHz,0
-22.798752369000965,384.4680370827312,5GHz,0
-97.28325787744402,294.6478101406764,5GHz,1
-93.4795408739508,316.53889590017883,2.4GHz,1
-53.60686231876672,35.343232451780196,5GHz,0
-9.077979413843991,113.40878180222154,2.4GHz,0
-46.129820204728574,46.42212745325428,2.4GHz,0
-50.218749196570975,151.56801474386776,2.4GHz,0
-89.45263000433694,317.44511376425396,5GHz,1
-34.321989527570594,287.4311323155139,2.4GHz,0
-17.78968393997745,309.95341259056124,5GHz,0
-61.95799924924377,279.1331229751682,5GHz,1
-22.438814907467247,143.78410988117108,5GHz,0
-3.5523346099188444,129.80867369876836,5GHz,0
-79.62335408723109,77.15924493292482,2.4GHz,0
-47.66703688052587,426.0447287027111,5GHz,0
-71.28620419154245,312.0748856852098,2.4GHz,1
-20.71455809661606,101.39039612698929,2.4GHz,0
-42.24066341188425,96.83259611240736,2.4GHz,0
-36.54175824496962,437.787444747807,2.4GHz,0
-20.208584038410592,373.9381232440265,5GHz,0
-60.40295273375451,333.10554915363196,5GHz,1
-8.490993159295684,209.3634126942569,2.4GHz,0
-46.697113275386,138.3680264964736,2.4GHz,0
-84.2045177164652,489.93087392528366,2.4GHz,1
-30.410088183119754,400.6473917611721,5GHz,0
-20.673864956174555,157.87181933677547,5GHz,0
-68.32383229324734,425.3067501764624,2.4GHz,1
-14.282074300124705,381.87665482119394,2.4GHz,0
-9.385674523423361,155.5694694402192,2.4GHz,0
-72.3095512622191,219.01089857840344,5GHz,1
-1.647852728477801,101.11718824160306,2.4GHz,0
-85.92884719512416,64.41569774527358,5GHz,0
-79.798433159751,364.1533960914514,5GHz,1
-81.57751607619738,141.08081010339464,5GHz,0
-10.601028999212957,411.8290892156643,2.4GHz,0
-34.57074476750381,497.8482686420688,5GHz,0
-84.78957167777271,47.54370882552785,5GHz,0
-55.967658163165105,241.78721129101314,2.4GHz,1
-38.470197493019796,403.0106540622935,2.4GHz,0
-91.65359150106167,396.5859393052044,2.4GHz,1
-11.758363159266125,382.3986075821746,5GHz,0
-19.63964645584649,181.00751829793637,5GHz,0
-49.47932264233618,232.38809528567563,2.4GHz,0
-3.287338474082958,301.5344950973204,5GHz,0
-58.22390207249003,487.23088595089604,2.4GHz,1
-1.5889680963502144,170.49816275986151,2.4GHz,0
-33.20800011963729,462.34050498126027,5GHz,0
-36.532872674605855,141.9848899084421,5GHz,0
-83.4045104704215,494.64648808211524,5GHz,1
-11.807224169535601,338.42920654551995,5GHz,0
-57.25103120793848,237.12062537568997,2.4GHz,1
-83.77665942175207,310.5613097511664,2.4GHz,1
-98.73924800242409,143.54027282970134,5GHz,0
-44.024431636161744,144.34519018061863,5GHz,0
-47.260037787732365,65.64172648331197,5GHz,0
-28.06463776308415,65.88464587564539,2.4GHz,0
-10.97419469821979,180.35915331976656,2.4GHz,0
-92.05934153569704,383.7991841692221,5GHz,1
-26.85035096596377,307.90587212309964,2.4GHz,0
-81.25880559024178,60.266434562200196,2.4GHz,0
-14.182294684283605,427.59589723819636,2.4GHz,0
-18.09364861383439,304.6701372251325,2.4GHz,0
-45.92062450144556,480.81923262454205,5GHz,0
-28.975720137668844,338.3908790314917,5GHz,0
-68.56498868162515,95.83568321504869,5GHz,0
-52.883210106718536,242.1538475308329,5GHz,1
-17.83631022895284,327.76382279813004,2.4GHz,0
-54.07348028267861,23.849703514489068,5GHz,0
-64.22017346745582,17.30602943585587,5GHz,0
-50.578755274970014,73.40747029329827,5GHz,0
-17.175074756278164,133.31557317228066,5GHz,0
-66.47919526291273,220.47907052513102,5GHz,1
-82.62384068642562,248.8458321422963,2.4GHz,1
-28.798597966921918,77.63352837956943,5GHz,0
-17.402178729191817,339.9618737667571,2.4GHz,0
-89.93625214764667,302.10765023130205,2.4GHz,1
-76.01258872440553,154.2874084321685,2.4GHz,0
-85.80280102390061,16.693342883293084,2.4GHz,0
-65.20585884178334,48.04747852311246,2.4GHz,0
-54.964902109458734,201.9304400003113,2.4GHz,1
-25.117366303669357,85.44743207118512,5GHz,0
-34.88524151183259,194.64160701250572,2.4GHz,0
-37.907143252156885,317.809476210074,5GHz,0
-64.76250533903456,278.1463396608489,2.4GHz,1
-15.855244691524007,123.27618273732317,2.4GHz,0
-52.871283260183546,178.47302071678868,2.4GHz,0
-2.0895061984845427,310.8752872398388,5GHz,0
-36.58578617042632,431.81896374128985,2.4GHz,0
-87.37352584354973,379.0745849820498,2.4GHz,1
-32.382243792456606,281.16601314837334,5GHz,0
-67.4895984568301,187.52356917507825,2.4GHz,0
-31.367280331390262,188.87512599548467,2.4GHz,0
-93.03588518375943,440.91448202955405,2.4GHz,1
-82.51185628240407,29.22935225986774,5GHz,0
-14.426274109421371,494.1114957659279,2.4GHz,0
-77.28204429764851,335.5439513172655,2.4GHz,1
-16.295887475705996,343.75747254547133,5GHz,0
-72.07239115455896,28.618940279323656,5GHz,0
-35.71180899412923,306.70934469672335,2.4GHz,0
-30.584942649016895,247.54124944431902,2.4GHz,0
-48.734524685494705,61.831664378092825,2.4GHz,0
-69.46893233032688,146.18178527698595,2.4GHz,0
-78.73556236289039,446.2540835446891,5GHz,1
-96.68106454375737,279.4943237743169,5GHz,1
-69.60535987592762,212.57412183521527,5GHz,1
-34.6837209468717,45.61425636199736,2.4GHz,0
-6.169518155151735,359.91954842712977,5GHz,0
-12.8795517736948,354.3969034640559,5GHz,0
-23.393522346469737,310.88136741655615,2.4GHz,0
-21.155265674670133,260.0286966481181,2.4GHz,0
-33.50150965240047,222.5543570816126,2.4GHz,0
-73.9713142433997,300.70283556411624,2.4GHz,1
-9.280496929417012,124.36377134691928,2.4GHz,0
-32.9267688094166,471.21694144704736,2.4GHz,0
-43.95593690195601,298.5093192983125,5GHz,0
-88.9010530786519,162.4842977336445,2.4GHz,0
-55.29444561935746,230.34312693372706,2.4GHz,1
-53.96417287980737,404.78554654967724,5GHz,1
-13.54363904773301,89.19186975784575,5GHz,0
-45.33517798122115,153.4894550055276,5GHz,0
-61.95994510295903,342.95893114091217,5GHz,1
-2.3199671489340687,164.5897111762897,5GHz,0
-88.92794066736843,398.3258241121183,2.4GHz,1
-57.74515716880554,73.92220871690681,2.4GHz,0
-95.79753248285947,383.7162235227582,5GHz,1
-26.009587923306967,43.492340276777455,5GHz,0
-8.192344780084937,16.170380207072444,5GHz,0
-71.99626704495105,450.1295242277594,5GHz,1
-14.165832320087915,294.85621629682635,2.4GHz,0
-70.77817695381023,182.39517957253761,5GHz,0
-8.922983835608477,123.9713721122867,5GHz,0
-24.6038096403216,312.2740337977999,2.4GHz,0
-19.50932231585614,259.4110699330017,2.4GHz,0
-98.19934443995454,495.88291000969275,2.4GHz,1
-3.7189642925974056,491.77583346033543,5GHz,0
-27.332900792967678,321.16203740938874,5GHz,0
-69.52489046138666,227.00654799188635,2.4GHz,1
-17.060533514115306,250.65907487598443,5GHz,0
-71.847880158507,344.41474245606236,5GHz,1
-12.7246160433872,59.77152667533687,2.4GHz,0
-88.7419609588063,170.8925161672519,2.4GHz,0
-29.631402253920427,46.88339809176589,2.4GHz,0
-45.930152335508964,45.94677216329058,5GHz,0
-90.34655298045593,105.96122852817453,2.4GHz,0
-75.8106171741161,247.77409475068117,5GHz,1
-98.75959637226852,394.5394173697668,5GHz,1
-53.123203453549415,247.89298667127755,5GHz,1
-69.87347392399997,174.38353917482618,2.4GHz,0
-40.16425157022412,50.352965265011484,2.4GHz,0
-70.27621922913828,279.6448063597335,2.4GHz,1
-70.00808884930153,142.9216073767566,5GHz,0
-25.68068012683966,311.31774717940226,2.4GHz,0
-95.18571640216466,488.82199217488494,2.4GHz,1
-9.710500480801272,64.54401752399957,5GHz,0
-14.773612560881858,113.94144537375055,5GHz,0
-33.21953167735934,241.81632366869363,2.4GHz,0
-40.67784298926157,484.6207695195055,2.4GHz,0
-10.76975018603477,388.1867903722978,5GHz,0
-81.46698204712855,450.13230464978676,5GHz,1
-92.10308378091713,173.52027575313852,5GHz,0
-76.0489830090462,496.0988521515113,2.4GHz,1
-20.54217212998097,60.38807987143712,2.4GHz,0
-96.53297332735167,35.95672396258941,5GHz,0
-41.719316491651036,429.2452872564738,2.4GHz,0
-0.4562483808690132,464.35978640142326,2.4GHz,0
-14.430390616246058,54.38682519758986,2.4GHz,0
-47.85543109564105,65.57943910546234,5GHz,0
-93.63590907133576,26.25533730032917,2.4GHz,0
-16.862648561429012,61.20870569493481,5GHz,0
-40.10214918227894,112.61571023213763,2.4GHz,0
-88.50670029404331,485.3375432659005,5GHz,1
-90.61427151766438,337.25150889744344,5GHz,1
-9.037318056340766,391.49098250408565,2.4GHz,0
-33.07997370619216,390.3083078088458,2.4GHz,0
-17.071320068324454,272.1861373918152,5GHz,0
-12.102109971773274,400.7695990793784,5GHz,0
-42.82276479516778,301.9456908710851,2.4GHz,0
-48.25536482449587,164.12758782564524,5GHz,0
-56.957258967900984,284.9439532965164,5GHz,1
-68.30534122088807,271.4192072059116,2.4GHz,1
-56.540403914128824,413.4919963420671,2.4GHz,1
-22.612034426984366,491.04633651701295,2.4GHz,0
-39.80765689848684,211.41085705625596,2.4GHz,0
-10.747671004515396,384.0614324362662,5GHz,0
-55.66199856208123,58.883871978685434,2.4GHz,0
-39.2910421281246,390.6473710296614,2.4GHz,0
-36.869244690801125,191.99428687668373,2.4GHz,0
-40.83028376936745,29.301179815946465,2.4GHz,0
-29.73662269144836,187.99062749546684,5GHz,0
-76.25665316251937,309.21494795160595,5GHz,1
-48.76362224542093,68.43258216391862,2.4GHz,0
-89.57751971916524,462.77690129082475,2.4GHz,1
-61.54886723551874,48.0594825036909,2.4GHz,0
-51.23329313787356,465.7032927182514,2.4GHz,1
-34.77757404545275,356.4973837884864,5GHz,0
-4.946894741379651,171.55896595295977,5GHz,0
-39.93489334516441,201.46767037745568,5GHz,0
-25.640608382344027,372.99658871904467,5GHz,0
-49.373394050479725,304.7208394317916,2.4GHz,0
-36.58959686236687,339.1050315129231,5GHz,0
-92.90677838662266,200.6906620916052,5GHz,1
-74.5608419158153,249.0286060857235,2.4GHz,1
-63.814690679486134,495.0350671785678,5GHz,1
-52.750664499348645,114.82220654486167,5GHz,0
-95.43512544976163,214.7495313958444,5GHz,1
-85.99759024466823,152.99336191124397,2.4GHz,0
-72.31856922086942,384.90464011552643,2.4GHz,1
-2.84673090989493,384.3661865762031,2.4GHz,0
-66.86529928969492,153.298275888724,2.4GHz,0
-51.79589418879175,49.88125515016162,5GHz,0
-80.3902287261607,15.602011569379982,5GHz,0
-38.92199289242318,219.4507612888179,2.4GHz,0
-71.93167844840256,211.06542122452774,2.4GHz,1
-79.30074215615733,494.31104053353283,2.4GHz,1
-48.34273715540209,240.20301709186302,5GHz,0
-99.44942008395792,135.64500109195612,5GHz,0
-99.23359673507747,446.702426105419,2.4GHz,1
-78.09311908981422,250.62329533025346,2.4GHz,1
-96.32786374991788,303.5960612531831,2.4GHz,1
-89.19742458693086,56.877668109824214,2.4GHz,0
-66.11393506612484,197.62903959158928,2.4GHz,0
-19.741432042018715,472.6696004921555,2.4GHz,0
-42.795135663069914,298.85763824595847,2.4GHz,0
-48.73322740435836,178.80590901980622,2.4GHz,0
-70.65111767918783,316.5769185094806,5GHz,1
-6.8246280567183675,456.1014338932769,2.4GHz,0
-60.29849587628083,144.2553942315691,5GHz,0
-91.29072332042286,257.50719205063047,2.4GHz,1
-38.29334838821987,479.75842041676015,5GHz,0
-88.61616065233986,94.4741102162418,2.4GHz,0
-65.47768571983079,362.6353235423887,2.4GHz,1
-49.25880612821911,311.09569401946135,5GHz,0
-12.577747531482416,343.04081425891104,2.4GHz,0
-50.64534196598813,182.09761902710915,5GHz,0
-29.774123396833573,163.8008930070448,5GHz,0
-0.718316100092963,345.26273858830154,5GHz,0
-86.85108801020183,115.61620970122722,2.4GHz,0
-72.52684744804804,215.6308249809125,5GHz,1
-60.54239244023536,102.20557656592982,2.4GHz,0
-57.81718214611686,14.069372150431574,5GHz,0
-58.897892473445424,485.328106418654,2.4GHz,1
-9.238899744344508,221.53445954164533,5GHz,0
-28.59673555331436,484.98131106571435,5GHz,0
-39.20947859092963,78.75852468623478,2.4GHz,0
-69.06272821372178,297.8097219341682,2.4GHz,1
-17.62096157787053,108.47727606770741,2.4GHz,0
-4.493948851501102,397.13632221200464,2.4GHz,0
-17.880171744977346,394.01446449287783,2.4GHz,0
-99.84348948085271,65.17750302926278,2.4GHz,0
-36.3598629816593,456.9115819094307,2.4GHz,0
-94.88646185578993,105.36852712958006,2.4GHz,0
-74.23927796662781,310.3588973787866,2.4GHz,1
-94.04752996522284,492.960473842975,5GHz,1
-39.62045470506123,442.37430203551827,5GHz,0
-31.341008650739326,478.7163249949728,5GHz,0
-88.5512361934095,177.87339789687852,5GHz,0
-61.61611169550205,61.73206468753705,2.4GHz,0
-54.3763491044458,102.28996791183054,5GHz,0
-63.09469782390834,255.24249858754078,5GHz,1
-87.8974999514807,398.68254235392783,5GHz,1
-58.10522098125246,83.57528565009886,2.4GHz,0
-24.88219521915819,333.268450807771,2.4GHz,0
-92.89923354667445,168.5530259793608,5GHz,0
-91.98199859180966,177.1890154721552,5GHz,0
-64.52287081640158,334.3396877773839,5GHz,1
-5.827428838107494,238.82971557127792,2.4GHz,0
-33.14273532770859,407.89631358273704,5GHz,0
-32.133004332743525,86.40006973478526,5GHz,0
-63.8080009162135,397.07465218584883,2.4GHz,1
-40.63392087914616,41.47527154813623,5GHz,0
-98.98688159722566,105.08640132034644,5GHz,0
-36.39039535904578,331.51336010655103,5GHz,0
-8.67130524237632,428.9135716904249,5GHz,0
-38.74265316551808,133.81301759228103,5GHz,0
-12.630140653365501,170.32388685616735,5GHz,0
-27.602694453390626,273.18916666050256,5GHz,0
-87.94415835963098,113.67067517975813,5GHz,0
-9.754669271415821,407.4665681778778,2.4GHz,0
-93.35561556442251,389.08195605282276,5GHz,1
-46.60325274522362,81.192938863233,5GHz,0
-85.78628762065424,237.27656859014974,5GHz,1
-98.8293389269096,389.66560566076447,2.4GHz,1
-57.7965739872361,175.29147024067325,5GHz,0
-70.49592923458438,320.2223431316885,2.4GHz,1
-51.3999506202397,34.604429514210636,5GHz,0
-42.28001132654492,308.2574926593658,2.4GHz,0
-95.62609276910527,84.79996020029743,2.4GHz,0
-87.69967048762544,416.98582930608114,2.4GHz,1
-44.13576035495746,184.17023715443446,5GHz,0
-65.68326468273418,147.9613927368159,5GHz,0
-27.082651245055203,422.03559858862764,2.4GHz,0
-34.77083514080603,34.570571305187,5GHz,0
-15.43956370100932,204.33831167382894,2.4GHz,0
-30.750717333077475,191.30173488176538,5GHz,0
-57.00689226098519,149.5521833822799,5GHz,0
-32.703337760556764,456.75962268072374,2.4GHz,0
-72.46188257445814,377.9549128231939,2.4GHz,1
-69.36865012217874,41.322350454049996,5GHz,0
-21.101484007920675,360.1968502231275,2.4GHz,0
-55.35804835984178,268.376575233109,2.4GHz,1
-20.16196594816475,451.4252682567738,5GHz,0
-17.757762633172163,163.34335250069566,2.4GHz,0
-14.243766233871625,291.33937980869564,5GHz,0
-8.336476415879275,255.37008462308316,5GHz,0
-56.901477948670376,249.8848440515268,2.4GHz,1
-68.11331816788612,233.49164576343418,2.4GHz,1
-41.78012534058861,110.75844301081783,2.4GHz,0
-62.882757656237246,380.29786202127246,5GHz,1
-39.8925833199767,231.15465604225145,2.4GHz,0
-29.441413735617544,479.6729747512768,5GHz,0
-31.15949815078632,137.7961293244604,2.4GHz,0
-62.54471129798787,344.54448141725015,2.4GHz,1
-83.31397983012472,470.9513690231631,5GHz,1
-56.94706615377925,335.0945782778853,2.4GHz,1
-85.74058559180912,436.92372473252334,2.4GHz,1
-10.990296481619168,415.46567028093295,5GHz,0
-65.41225392621426,186.45768058961187,2.4GHz,0
-84.55402527766762,304.0607305703533,2.4GHz,1
-97.45522400942491,86.56805650756424,5GHz,0
-35.417761371351574,272.40768252084376,2.4GHz,0
-36.30976825452568,122.90676618902523,2.4GHz,0
-65.93958334187084,374.43103932669834,5GHz,1
-92.8288111152349,268.7486267271411,2.4GHz,1
-59.0371105104768,211.50140768951363,2.4GHz,1
-68.87825049366064,141.710577121819,2.4GHz,0
-32.28793602649907,499.36225610223056,5GHz,0
-39.42207505473097,45.13815523361701,2.4GHz,0
-63.540627180246,31.344733480485807,5GHz,0
-78.21074457450099,116.45612624199363,2.4GHz,0
-1.1964033844408135,485.82550472763165,2.4GHz,0
-54.59983788038851,489.8267024767924,2.4GHz,1
-31.172576421976288,330.9145900383466,2.4GHz,0
-85.94470324216392,441.2522669311383,2.4GHz,1
-51.44103003406022,114.84124811198974,2.4GHz,0
-97.24632801305346,486.30062614654554,2.4GHz,1
-49.454488208955006,79.96457656838668,2.4GHz,0
-3.5982592882297695,59.55134220901255,2.4GHz,0
-61.579328701419975,64.98365423116371,5GHz,0
-96.10039874250884,290.8326824035567,2.4GHz,1
-96.90442090806565,392.67745635184565,5GHz,1
-61.201324005313054,189.66691715857021,5GHz,0
-83.99750635368059,489.169034015202,2.4GHz,1
-97.66479036718141,222.86586767798144,5GHz,1
-24.378638604982314,83.71978987887599,5GHz,0
-54.14769911181093,238.32370661120697,5GHz,1
-71.07552280273455,342.7282110569955,5GHz,1
-9.991681698351925,417.7906324471455,2.4GHz,0
-88.38610397994744,234.7964620787305,5GHz,1
-4.408117104468076,300.8673447640921,2.4GHz,0
-68.60332826226471,140.99890895783815,5GHz,0
-11.159632769131875,326.4990979387019,5GHz,0
-39.705712352053844,493.1262525356684,5GHz,0
-17.32926402585126,34.03625056801899,2.4GHz,0
-1.5986836789535772,444.4000286455322,2.4GHz,0
-71.15945621812543,285.51842635608614,2.4GHz,1
-3.8864514592407033,133.52834318552698,2.4GHz,0
-61.05181050975796,477.8959579045364,5GHz,1
-61.44880952630777,246.84360849886048,2.4GHz,1
-65.96128957454943,172.52822331995895,5GHz,0
-45.85923926524148,98.93383785271216,2.4GHz,0
-84.58549568215129,129.7815830257644,5GHz,0
-44.62885146419888,418.09603037980685,5GHz,0
-45.8295187589996,311.06090456541125,2.4GHz,0
-23.809818739513005,457.49035354927486,5GHz,0
-16.635003806241443,123.66454155731506,5GHz,0
-55.955864968757595,69.35790118596172,5GHz,0
-69.76667506485063,12.982890178039103,5GHz,0
-74.06651026829056,258.85239843183695,5GHz,1
-80.53761632951282,499.1703958871742,2.4GHz,1
-94.23524178009751,350.53298172113307,2.4GHz,1
-65.75520211652866,161.11335006292157,5GHz,0
-72.97523078692167,439.66070568282413,5GHz,1
-3.3582614133592585,393.04391033410025,2.4GHz,0
-44.22911737499561,17.553431377504236,2.4GHz,0
-65.27229609694925,410.261635465101,2.4GHz,1
-41.9532399006304,157.25811104686304,5GHz,0
-86.08032986543046,83.33999764596453,5GHz,0
-55.59562507977971,120.90211147116653,2.4GHz,0
-37.37656785789362,239.60410414381812,2.4GHz,0
-51.110216820754864,218.1852842633254,2.4GHz,1
-59.822119934567574,151.5547766933711,5GHz,0
-0.6151611100301864,94.38697788144603,5GHz,0
